地方整備局等番号,開発建設部／都道府県コード,常時観測点コード,収集時間フラグ（5分間／1時間）,観測年月日,時間帯,上り・小型交通量,上り・大型交通量,上り・車種判別不能交通量,上り・停電,上り・ループ異常,上り・超音波異常,上り・欠測,下り・小型交通量,下り・大型交通量,下り・車種判別不能交通量,下り・停電,下り・ループ異常,下り・超音波異常,下り・欠測,道路種別,時間コード,lat,lng,lng2,lat2,カメラプリセット位置,気象影響による映像不良,照度不足,突発事象（交通事故等）,サーバの稼働,カメラの映像受信,映像のデコード処理,デコード映像から映像解析機能への取込加工処理の失敗,映像解析機能のフリーズ,その他エラー
87,,7110100,1,20250602,1405,8,4,0,0,0,0,0,8,5,0,0,0,0,0,3,202506021405,35.525440034486614,134.401402,,,,,,,,,,,,
87,,7110120,1,20250602,1405,,,,0,0,0,1,,,,0,0,0,1,3,202506021405,35.52073503448066,133.602321,,,,,,,,,,,,
87,,7110130,1,20250602,1405,54,14,0,0,0,0,0,43,13,0,0,0,0,0,3,202506021405,35.41880503435098,133.370183,,,,,,,,,,,,
87,,7110220,1,20250602,1405,0,3,0,0,0,0,0,7,3,0,0,0,0,0,3,202506021405,35.19265103405972,134.203535,,,,,,,,,,,,
87,,7310050,1,20250602,1405,3,2,0,0,0,0,0,9,0,0,0,0,0,0,3,202506021405,35.52642103448786,134.014803,,,,,,,,,,,,
87,,7310070,1,20250602,1405,14,3,0,0,0,0,0,7,4,0,0,0,0,0,3,202506021405,35.51442503447265,134.020507,,,,,,,,,,,,
87,,7310080,1,20250602,1405,,,,0,0,0,1,,,,0,0,0,1,3,202506021405,35.50773503446417,133.951629,,,,,,,,,,,,
87,,7310100,1,20250602,1405,15,1,0,0,0,0,0,16,0,0,0,0,0,0,3,202506021405,35.508808034465545,133.493736,,,,,,,,,,,,
87,,7310130,1,20250602,1405,23,4,0,0,0,0,0,34,0,0,0,0,0,0,3,202506021405,35.419582034351976,134.259336,,,,,,,,,,,,
87,,7310190,1,20250602,1405,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,202506021405,35.48752003443851,134.19798,,,,,,,,,,,,
