FID,地方整備局等番号,開発建設部／都道府県コード,常時観測点コード,収集時間フラグ（5分間／1時間）,観測年月日,時間帯,上り・小型交通量,上り・大型交通量,上り・車種判別不能交通量,上り・停電,上り・ループ異常,上り・超音波異常,上り・欠測,下り・小型交通量,下り・大型交通量,下り・車種判別不能交通量,下り・停電,下り・ループ異常,下り・超音波異常,下り・欠測,道路種別,時間コード,lat,lng,lng2,lat2,上り・自動車交通量,上り・小型大型判別不能交通量,下り・自動車交通量,下り・小型大型判別不能交通量,カメラプリセット位置,気象影響による映像不良,照度不足,突発事象（交通事故等）,サーバの稼働,カメラの映像受信,映像のデコード処理,デコード映像から映像解析機能への取込加工処理の失敗,映像解析機能のフリーズ,その他エラー,color
t_travospublic_measure_5m.26139793.202505210335,82,,2110010,1,20250521,335,2,3,0,0,0,0,0,1,5,0,0,0,0,0,3,202505210335,37.110573456365614,140.1455465,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139794.202505210335,82,,2110017,1,20250521,335,14,3,0,0,0,0,0,3,5,0,0,0,0,0,3,202505210335,37.37338104665072,140.3483355,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139795.202505210335,82,,2110019,1,20250521,335,3,9,0,0,0,0,0,8,16,0,0,0,0,0,3,202505210335,37.46431627674753,140.3769493,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139796.202505210335,82,,2110021,1,20250521,335,6,2,1,0,0,0,0,0,7,0,0,0,0,0,3,202505210335,37.606841446897334,140.4677635,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139797.202505210335,82,,2110030,1,20250521,335,2,3,0,0,0,0,0,4,11,0,0,0,0,0,3,202505210335,37.73677529703182,140.4665726,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139798.202505210335,82,,2110040,1,20250521,335,2,2,0,0,0,0,0,0,4,0,0,0,0,0,3,202505210335,37.807813217104496,140.4958221,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139799.202505210335,82,,2110060,1,20250521,335,5,7,0,0,0,0,0,11,11,0,0,0,0,0,3,202505210335,38.085083367382396,140.8283056,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139800.202505210335,82,,2110061,1,20250521,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505210335,39.627223038752774,141.927215,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139801.202505210335,82,,2110062,1,20250521,335,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505210335,39.659168038777906,141.92916800000003,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139802.202505210335,82,,2110063,1,20250521,335,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,202505210335,39.73009903883322,141.960134,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139803.202505210335,82,,2110065,1,20250521,335,4,6,0,0,0,0,0,7,4,0,0,0,0,0,3,202505210335,38.15208336744814,140.8853611,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139804.202505210335,82,,2110080,1,20250521,335,9,2,0,0,0,0,0,10,10,0,0,0,0,0,3,202505210335,38.34041670763003,140.8834444,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139805.202505210335,82,,2110081,1,20250521,335,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505210335,38.34313892763262,140.8802778,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139806.202505210335,82,,2110090,1,20250521,335,1,4,0,0,0,0,0,2,2,0,0,0,0,0,3,202505210335,38.60986114788262,140.9828333,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139807.202505210335,82,,2110091,1,20250521,335,4,4,0,0,0,0,0,1,2,0,0,0,0,0,3,202505210335,38.83405559808584,141.0848056,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139808.202505210335,82,,2110092,1,20250521,335,0,5,0,0,0,0,0,2,8,0,0,0,0,0,3,202505210335,38.930416038171224,141.117432,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139809.202505210335,82,,2110093,1,20250521,335,3,3,0,0,0,0,0,1,9,0,0,0,0,0,3,202505210335,39.003777838235415,141.1133766,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139810.202505210335,82,,2110095,1,20250521,335,2,2,0,0,0,0,0,0,1,0,0,0,0,0,3,202505210335,39.166645038375485,141.142913,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139811.202505210335,82,,2110101,1,20250521,335,2,0,0,0,0,0,0,2,1,0,0,0,0,0,3,202505210335,39.41215882858007,141.1284828,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139812.202505210335,82,,2110102,1,20250521,335,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,202505210335,39.486604768640554,141.1422372,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139813.202505210335,82,,2110103,1,20250521,335,5,0,0,0,0,0,0,4,1,0,0,0,0,0,3,202505210335,39.668019038784855,141.15759,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139814.202505210335,82,,2110106,1,20250521,335,6,3,0,0,0,0,0,2,2,0,0,0,0,0,3,202505210335,39.70774803881587,141.165401,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139815.202505210335,82,,2110110,1,20250521,335,2,1,0,0,0,0,0,5,2,0,0,0,0,0,3,202505210335,39.7581439588549,141.134491,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139816.202505210335,82,,2110120,1,20250521,335,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,202505210335,40.24861199921695,141.2695885,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139817.202505210335,82,,2110121,1,20250521,335,1,4,0,0,0,0,0,1,3,0,0,0,0,0,3,202505210335,40.33516094927743,141.2985134,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139818.202505210335,82,,2110129,1,20250521,335,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,202505210335,40.60877243946183,141.2602758,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139819.202505210335,82,,2110130,1,20250521,335,0,0,1,0,0,1,0,0,0,4,0,0,1,0,3,202505210335,40.65837352949415,141.1919975,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139820.202505210335,82,,2110132,1,20250521,335,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,202505210335,40.685015229511365,141.1707866,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139821.202505210335,82,,2110140,1,20250521,335,11,2,0,0,0,0,0,2,0,0,0,0,0,0,3,202505210335,40.89885213964595,140.8603907,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139822.202505210335,82,,2110143,1,20250521,335,1,4,0,0,0,0,0,1,0,0,0,0,0,0,3,202505210335,39.946858248998055,141.2168884,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139823.202505210335,82,,2110144,1,20250521,335,1,1,0,0,1,0,0,3,0,0,0,1,0,0,3,202505210335,40.83186565960448,141.1289549,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139824.202505210335,82,,2110150,1,20250521,335,2,8,0,0,0,0,0,3,4,0,0,0,0,0,3,202505210335,36.857960956084185,140.7891727,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139825.202505210335,82,,2110160,1,20250521,335,8,7,0,0,0,0,0,7,3,0,0,0,0,0,3,202505210335,36.92281008615712,140.8423448,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139826.202505210335,82,,2110161,1,20250521,335,2,2,0,0,0,0,0,10,3,0,0,0,0,0,3,202505210335,37.03306503628002,140.911907,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139827.202505210335,82,,2110162,1,20250521,335,0,1,0,0,0,0,0,10,3,0,0,0,0,0,3,202505210335,37.11549536637102,140.9974993,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139828.202505210335,82,,2110163,1,20250521,335,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,202505210335,37.38527750666344,141.0086632,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139829.202505210335,82,,2110165,1,20250521,335,0,2,0,0,0,0,0,0,2,0,0,0,0,0,3,202505210335,37.63270112692426,140.9856901,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139830.202505210335,82,,2110168,1,20250521,335,2,7,0,0,0,0,0,1,3,0,0,0,0,0,3,202505210335,37.81498403711179,140.943249,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139831.202505210335,82,,2110170,1,20250521,335,1,4,0,0,0,0,0,4,4,0,0,0,0,0,3,202505210335,37.89520971719308,140.9035528,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139832.202505210335,82,,2110173,1,20250521,335,1,1,0,0,0,0,0,9,4,0,0,0,0,0,3,202505210335,37.094818366348264,140.9771016,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139833.202505210335,82,,2110180,1,20250521,335,1,1,0,0,0,0,0,2,1,0,0,0,0,0,3,202505210335,38.065333367362896,140.8600833,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139834.202505210335,82,,2110190,1,20250521,335,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,202505210335,38.69140541795727,139.678824,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26139835.202505210335,82,,2110191,1,20250521,335,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,202505210335,38.96127130819829,139.8400569,,,,,,,,,,,,,,,,,
