FID,地方整備局等番号,開発建設部／都道府県コード,常時観測点コード,収集時間フラグ（5分間／1時間）,観測年月日,時間帯,上り・小型交通量,上り・大型交通量,上り・車種判別不能交通量,上り・停電,上り・ループ異常,上り・超音波異常,上り・欠測,下り・小型交通量,下り・大型交通量,下り・車種判別不能交通量,下り・停電,下り・ループ異常,下り・超音波異常,下り・欠測,道路種別,時間コード,lat,lng,lng2,lat2,上り・自動車交通量,上り・小型大型判別不能交通量,下り・自動車交通量,下り・小型大型判別不能交通量,カメラプリセット位置,気象影響による映像不良,照度不足,突発事象（交通事故等）,サーバの稼働,カメラの映像受信,映像のデコード処理,デコード映像から映像解析機能への取込加工処理の失敗,映像解析機能のフリーズ,その他エラー,color
t_travospublic_measure_5m.26095523.202505202255,82,,2110010,1,20250520,2255,5,5,0,0,0,0,0,5,5,0,0,0,0,0,3,202505202255,37.110573456365614,140.1455465,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095524.202505202255,82,,2110017,1,20250520,2255,26,6,0,0,0,0,0,18,5,0,0,0,0,0,3,202505202255,37.37338104665072,140.3483355,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095525.202505202255,82,,2110019,1,20250520,2255,18,5,0,0,0,0,0,21,5,0,0,0,0,0,3,202505202255,37.46431627674753,140.3769493,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095526.202505202255,82,,2110021,1,20250520,2255,9,7,0,0,0,0,0,20,4,0,0,0,0,0,3,202505202255,37.606841446897334,140.4677635,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095527.202505202255,82,,2110030,1,20250520,2255,8,5,0,0,0,0,0,14,4,0,0,0,0,0,3,202505202255,37.73677529703182,140.4665726,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095528.202505202255,82,,2110040,1,20250520,2255,10,1,0,0,0,0,0,7,0,0,0,0,0,0,3,202505202255,37.807813217104496,140.4958221,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095529.202505202255,82,,2110060,1,20250520,2255,20,0,0,0,0,0,0,11,3,0,0,0,0,0,3,202505202255,38.085083367382396,140.8283056,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095530.202505202255,82,,2110061,1,20250520,2255,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,202505202255,39.627223038752774,141.927215,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095531.202505202255,82,,2110062,1,20250520,2255,2,0,0,0,0,0,0,4,2,0,0,0,0,0,3,202505202255,39.659168038777906,141.92916800000003,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095532.202505202255,82,,2110063,1,20250520,2255,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505202255,39.73009903883322,141.960134,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095533.202505202255,82,,2110065,1,20250520,2255,33,2,0,0,0,0,0,22,8,0,0,0,0,0,3,202505202255,38.15208336744814,140.8853611,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095534.202505202255,82,,2110080,1,20250520,2255,24,1,0,0,0,0,0,34,7,0,0,0,0,0,3,202505202255,38.34041670763003,140.8834444,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095535.202505202255,82,,2110081,1,20250520,2255,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505202255,38.34313892763262,140.8802778,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095536.202505202255,82,,2110090,1,20250520,2255,1,1,0,0,0,0,0,8,6,0,0,0,0,0,3,202505202255,38.60986114788262,140.9828333,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095537.202505202255,82,,2110091,1,20250520,2255,5,3,0,0,0,0,0,2,1,0,0,0,0,0,3,202505202255,38.83405559808584,141.0848056,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095538.202505202255,82,,2110092,1,20250520,2255,7,0,0,0,0,0,0,172,1,0,0,0,0,0,3,202505202255,38.930416038171224,141.117432,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095539.202505202255,82,,2110093,1,20250520,2255,5,2,0,0,0,0,0,6,1,0,0,0,0,0,3,202505202255,39.003777838235415,141.1133766,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095540.202505202255,82,,2110095,1,20250520,2255,8,0,0,0,0,0,0,8,1,0,0,0,0,0,3,202505202255,39.166645038375485,141.142913,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095541.202505202255,82,,2110101,1,20250520,2255,9,2,0,0,0,0,0,4,1,0,0,0,0,0,3,202505202255,39.41215882858007,141.1284828,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095542.202505202255,82,,2110102,1,20250520,2255,7,2,0,0,0,0,0,13,0,0,0,0,0,0,3,202505202255,39.486604768640554,141.1422372,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095543.202505202255,82,,2110103,1,20250520,2255,30,1,0,0,0,0,0,31,1,0,0,0,0,0,3,202505202255,39.668019038784855,141.15759,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095544.202505202255,82,,2110106,1,20250520,2255,12,0,0,0,0,0,0,15,0,0,0,0,0,0,3,202505202255,39.70774803881587,141.165401,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095545.202505202255,82,,2110110,1,20250520,2255,10,0,0,0,0,0,0,11,0,0,0,0,0,0,3,202505202255,39.7581439588549,141.134491,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095546.202505202255,82,,2110120,1,20250520,2255,1,1,0,0,0,0,0,2,1,0,0,0,0,0,3,202505202255,40.24861199921695,141.2695885,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095547.202505202255,82,,2110121,1,20250520,2255,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,202505202255,40.33516094927743,141.2985134,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095548.202505202255,82,,2110129,1,20250520,2255,0,2,0,0,0,0,0,1,1,0,0,0,0,0,3,202505202255,40.60877243946183,141.2602758,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095549.202505202255,82,,2110130,1,20250520,2255,0,0,1,0,0,1,0,0,0,7,0,0,1,0,3,202505202255,40.65837352949415,141.1919975,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095550.202505202255,82,,2110132,1,20250520,2255,2,0,0,0,0,0,0,3,0,0,0,0,0,0,3,202505202255,40.685015229511365,141.1707866,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095551.202505202255,82,,2110140,1,20250520,2255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202505202255,40.89885213964595,140.8603907,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095552.202505202255,82,,2110143,1,20250520,2255,2,0,0,0,0,0,0,11,0,0,0,0,0,0,3,202505202255,39.946858248998055,141.2168884,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26095553.202505202255,82,,2110144,1,20250520,2255,4,2,0,0,1,0,0,3,2,0,0,1,0,0,3,202505202255,40.83186565960448,141.1289549,,,,,,,,,,,,,,,,,
