FID,地方整備局等番号,開発建設部／都道府県コード,常時観測点コード,収集時間フラグ（5分間／1時間）,観測年月日,時間帯,上り・小型交通量,上り・大型交通量,上り・車種判別不能交通量,上り・停電,上り・ループ異常,上り・超音波異常,上り・欠測,下り・小型交通量,下り・大型交通量,下り・車種判別不能交通量,下り・停電,下り・ループ異常,下り・超音波異常,下り・欠測,道路種別,時間コード,lat,lng,lng2,lat2,上り・自動車交通量,上り・小型大型判別不能交通量,下り・自動車交通量,下り・小型大型判別不能交通量,カメラプリセット位置,気象影響による映像不良,照度不足,突発事象（交通事故等）,サーバの稼働,カメラの映像受信,映像のデコード処理,デコード映像から映像解析機能への取込加工処理の失敗,映像解析機能のフリーズ,その他エラー,color
t_travospublic_measure_5m.25119265.202505161605,87,,7110050,1,20250516,1605,137,12,0,0,0,0,0,94,10,0,0,0,0,0,3,202505161605,34.48565560311886,133.3551943,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25119266.202505161605,87,,7110060,1,20250516,1605,99,11,0,0,0,0,0,110,21,0,0,0,0,0,3,202505161605,34.42263781303284,133.2070398,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25119267.202505161605,87,,7110070,1,20250516,1605,85,11,0,0,0,0,0,78,13,0,0,0,0,0,3,202505161605,34.407573573012236,133.1699288,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25119268.202505161605,87,,7110080,1,20250516,1605,35,11,0,0,0,0,0,38,5,0,0,0,0,0,3,202505161605,34.405688133009654,132.9629534,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25119269.202505161605,87,,7110100,1,20250516,1605,11,2,0,0,0,0,0,7,2,0,0,0,0,0,3,202505161605,35.525440034486614,134.401402,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25119270.202505161605,87,,7110120,1,20250516,1605,,,,0,0,0,1,,,,0,0,0,1,3,202505161605,35.52073503448066,133.602321,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25119271.202505161605,87,,7110130,1,20250516,1605,59,8,0,0,0,0,0,64,12,0,0,0,0,0,3,202505161605,35.41880503435098,133.370183,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25119272.202505161605,87,,7110220,1,20250516,1605,,,,0,0,0,1,,,,0,0,0,1,3,202505161605,35.19265103405972,134.203535,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25119273.202505161605,87,,7110230,1,20250516,1605,30,1,0,0,0,0,0,21,7,0,0,0,0,0,3,202505161605,34.76131441349103,132.8171003,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25119274.202505161605,87,,7110300,1,20250516,1605,124,13,0,0,0,0,0,141,13,0,0,0,0,0,3,202505161605,34.38300703297858,132.459786,132.459786,34.38300703297858,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25119275.202505161605,87,,7110310,1,20250516,1605,24,5,0,0,0,1,0,45,5,0,0,0,0,0,3,202505161605,34.37385803296604,132.421237,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25119276.202505161605,87,,7116080,1,20250516,1605,38,7,0,0,0,0,0,34,8,0,0,0,0,0,3,202505161605,34.39666703299729,133.151389,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25119277.202505161605,87,,7160010,1,20250516,1605,,,,0,0,0,1,,,,0,0,0,1,1,202505161605,34.5622222532229,133.1247222,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25119278.202505161605,87,,7160020,1,20250516,1605,26,4,0,0,0,0,0,24,7,0,0,0,0,0,1,202505161605,35.07931507391195,132.8976065,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25119279.202505161605,87,,7310030,1,20250516,1605,70,19,0,0,0,0,0,63,17,0,0,0,0,0,3,202505161605,34.49757349313508,133.4192187,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25119280.202505161605,87,,7310040,1,20250516,1605,125,12,0,0,0,0,0,104,23,0,0,0,0,0,3,202505161605,34.4518823230728,133.2408893,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25119281.202505161605,87,,7310050,1,20250516,1605,6,0,0,0,0,0,0,8,0,0,0,0,0,0,3,202505161605,35.52642103448786,134.014803,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25119282.202505161605,87,,7310070,1,20250516,1605,27,2,0,0,0,0,0,22,2,0,0,0,0,0,3,202505161605,35.51442503447265,134.020507,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25119283.202505161605,87,,7310080,1,20250516,1605,,,,0,0,0,1,,,,0,0,0,1,3,202505161605,35.50773503446417,133.951629,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25119284.202505161605,87,,7310100,1,20250516,1605,17,3,0,0,0,0,0,21,1,0,0,0,0,0,3,202505161605,35.508808034465545,133.493736,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25119285.202505161605,87,,7310130,1,20250516,1605,43,0,0,0,0,0,0,46,0,0,0,0,0,0,3,202505161605,35.419582034351976,134.259336,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25119286.202505161605,87,,7310190,1,20250516,1605,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,202505161605,35.48752003443851,134.19798,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25119287.202505161605,87,,7310200,1,20250516,1605,38,3,0,0,0,0,0,42,5,0,0,0,0,0,3,202505161605,35.56082603453137,134.284636,,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.25119288.202505161605,87,,7310210,1,20250516,1605,56,4,0,0,0,0,0,49,7,0,0,0,0,0,3,202505161605,35.50841503446504,133.518074,,,,,,,,,,,,,,,,,
